age,weight_lbs,temperature,heart_rate_bpm,resp_rate_bpm,mm,crt,mentation,vomiting,diarrhea,inappetence,lethargic,lameness,muscle_pain,joint_swelling,reported_weight_loss,skin_condition,is_4dx_tested
3.0,27,101,137,149,Light Pink,1-2 sec,BAR,Chronic,None,Mild,Mild,None,None,None,None,Normal,Negative
4.0,62,105,121,28,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Severe,Mild,Present,Moderate,Mild,Present,Normal,Positive
5.0,83,103,129,55,Pink,1-2 sec,Dull/Depressed,Mild,Chronic,Mild,Mild,Present,Moderate,None,Present,Normal,Positive
0.019230769230769232,39,99,95,125,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Bruising,Negative
5.0,10,99,180,34,Light Pink,1-2 sec,QAR,Mild,None,None,None,None,None,None,None,Normal,Negative
0.019230769230769232,29,102,147,59,Pale,UTO,BAR,None,Mild,Mild,Mild,None,None,None,None,Normal,Negative
0.8333333333333334,84,102,133,125,Pink,1-2 sec,BAR,Mild,None,Moderate,None,None,None,None,Present,Normal,Negative
2.0,38,100,169,33,Pink,1-2 sec,BAR,Moderate,Moderate,None,Moderate,None,None,None,None,Normal,Negative
0.16666666666666666,85,100,143,124,Pink,1-2 sec,QAR,Mild,Moderate,Mild,None,None,None,None,None,Normal,Negative
14.0,9,99,133,49,Light Pink,1-2 sec,BAR,Mild,Mild,Mild,None,None,None,None,Present,Normal,Negative
5.0,70,100,143,53,Pink,1-2 sec,QAR,Chronic,Chronic,Mild,Mild,None,None,None,None,Normal,Negative
2.0,58,99,114,47,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,None,None,None,Irritation,Negative
10.0,26,100,107,33,Light Pink,1-2 sec,BAR,Mild,None,None,None,None,Mild,None,None,Bruising,Negative
0.8333333333333334,29,101,116,46,Pink,<1 sec,Dull/Depressed,Mild,None,None,Moderate,None,Mild,None,None,Normal,Negative
7.0,8,99,174,133,Light Pink,1-2 sec,QAR,Mild,Mild,Mild,None,None,None,None,None,Normal,Negative
1.0,25,99,108,47,Pink,1-2 sec,Dull/Depressed,Moderate,None,Mild,Moderate,None,None,None,None,Bruising,Negative
3.0,131,99,153,57,Pink,>2 sec,BAR,Moderate,None,None,None,None,None,None,None,Normal,Negative
0.8333333333333334,72,102,186,53,Pink,1-2 sec,BAR,Mild,Chronic,Mild,None,None,Mild,Mild,None,Normal,Negative
1.0,83,105,184,125,Pink,1-2 sec,Dull/Depressed,Moderate,Mild,Mild,None,None,Moderate,None,Present,Normal,Positive
0.08333333333333333,25,100,147,22,Pink,1-2 sec,BAR,None,Mild,Mild,None,None,None,None,None,Normal,Negative
5.0,37,102,179,50,Pink,1-2 sec,BAR,Mild,None,Mild,None,None,None,None,None,Normal,Negative
6.0,44,102,188,132,Pink,1-2 sec,BAR,None,Moderate,Mild,None,None,None,None,None,Normal,Negative
13.0,39,99,93,145,Pink,1-2 sec,BAR,None,Moderate,None,Moderate,None,None,None,None,Normal,Negative
6.0,86,101,159,19,Pink,1-2 sec,Dull/Depressed,None,None,Mild,None,None,Mild,None,None,Normal,Negative
3.0,73,99,101,33,Light Pink,<1 sec,Dull/Depressed,None,None,Mild,Mild,None,None,None,None,Normal,Negative
0.16666666666666666,19,99,175,41,Pink,1-2 sec,BAR,Mild,Chronic,Mild,Moderate,None,None,None,Present,Normal,Negative
7.0,57,101,107,39,Pink,1-2 sec,BAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
4.0,87,105,118,24,Pink,1-2 sec,Dull/Depressed,Moderate,None,Mild,Mild,Present,Mild,Mild,None,Normal,Positive
2.0,64,104,146,138,Light Pink,<1 sec,Dull/Depressed,Mild,Chronic,Mild,Mild,Present,None,Mild,None,Petechia,Positive
2.0,9,100,146,144,Pink,1-2 sec,BAR,Moderate,None,None,Mild,None,None,None,None,Normal,Negative
2.0,14,99,101,53,Pink,<1 sec,BAR,None,Mild,None,Moderate,None,None,None,None,Normal,Negative
2.0,34,100,128,60,Pink,<1 sec,QAR,Moderate,Mild,None,Moderate,None,None,None,None,Normal,Negative
9.0,42,99,183,127,Pale,UTO,Dull/Depressed,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
2.0,73,100,141,30,Pink,1-2 sec,Dull/Depressed,None,None,None,Moderate,None,None,None,None,Normal,Negative
2.0,31,99,94,19,Pink,>2 sec,Dull/Depressed,None,Moderate,Mild,Mild,None,Mild,None,Present,Normal,Negative
1.0,172,100,121,52,Pink,>2 sec,Dull/Depressed,Mild,Mild,None,None,None,Mild,Mild,None,Bruising,Negative
5.0,68,99,151,137,Pink,1-2 sec,QAR,Mild,None,Mild,Mild,None,None,None,None,Normal,Negative
1.0,70,103,179,19,Pink,1-2 sec,Dull/Depressed,Mild,Moderate,Mild,Mild,Present,None,Mild,Present,Normal,Positive
1.0,76,101,141,33,Pink,1-2 sec,Dull/Depressed,None,Mild,Moderate,None,None,Mild,None,None,Bruising,Negative
0.8333333333333334,180,104,176,43,Pink,1-2 sec,Dull/Depressed,Mild,None,Moderate,Mild,Present,Mild,Mild,None,Normal,Positive
4.0,11,99,164,22,Pink,<1 sec,BAR,Moderate,Moderate,Mild,Moderate,None,None,None,None,Normal,Negative
1.0,31,103,171,21,Pink,<1 sec,QAR,Mild,Mild,Mild,None,None,None,Moderate,Present,Normal,Positive
1.0,87,100,137,49,Pink,<1 sec,Dull/Depressed,None,Mild,None,None,None,None,Mild,Present,Normal,Negative
2.0,36,100,88,55,Pale,UTO,Dull/Depressed,Moderate,Mild,None,Mild,None,None,None,None,Normal,Negative
6.0,75,102,141,57,Pink,>2 sec,QAR,None,Moderate,Mild,None,None,None,None,None,Normal,Negative
2.0,78,99,114,29,Light Pink,<1 sec,Dull/Depressed,Mild,None,None,Mild,None,None,Mild,None,Normal,Negative
2.0,37,102,171,47,Pink,1-2 sec,Dull/Depressed,None,None,Mild,Mild,None,None,None,None,Normal,Negative
0.07692307692307693,74,101,187,44,Pink,1-2 sec,BAR,Mild,Chronic,Mild,None,None,None,None,None,Normal,Negative
0.057692307692307696,57,101,135,34,Pink,1-2 sec,QAR,Mild,None,Mild,None,None,None,None,None,Irritation,Negative
1.0,29,103,164,59,Pale,UTO,Dull/Depressed,Mild,None,Mild,Mild,None,Moderate,Mild,Present,Normal,Positive
0.07692307692307693,71,99,185,19,Pink,1-2 sec,Dull/Depressed,None,None,Mild,None,None,None,Mild,None,Normal,Negative
6.0,78,101,188,30,Pink,<1 sec,QAR,None,Mild,None,None,None,Mild,Mild,None,Normal,Negative
6.0,18,102,145,57,Pink,<1 sec,Dull/Depressed,Mild,Moderate,None,Mild,None,Mild,None,None,Normal,Negative
1.0,18,101,148,28,Pale,UTO,Dull/Depressed,Mild,Mild,Mild,None,None,None,Mild,None,Normal,Negative
10.0,53,102,115,135,Light Pink,1-2 sec,Dull/Depressed,None,None,Mild,None,None,None,Mild,None,Bruising,Negative
8.0,25,100,113,148,Pale,UTO,Dull/Depressed,None,None,Moderate,Mild,None,None,Mild,None,Normal,Negative
1.0,89,99,131,130,Pink,1-2 sec,QAR,Moderate,None,Mild,Mild,None,None,None,None,Bruising,Negative
0.25,7,100,160,148,Pink,1-2 sec,BAR,None,None,Mild,Mild,None,None,Mild,None,Bruising,Negative
10.0,10,101,127,53,Pale,UTO,Dull/Depressed,None,Mild,None,Mild,None,None,None,Present,Normal,Negative
6.0,81,100,112,41,Light Pink,<1 sec,QAR,Mild,None,Mild,Moderate,None,None,None,None,Normal,Negative
2.0,48,100,129,131,Pale,UTO,QAR,Mild,Moderate,None,Moderate,None,None,None,Present,Irritation,Negative
0.8333333333333334,46,102,136,52,Pink,1-2 sec,Dull/Depressed,Chronic,Mild,None,None,None,None,None,None,Bruising,Negative
1.0,52,99,179,50,Pink,<1 sec,Anxious/Agitated,None,None,None,Mild,Present,None,None,None,Normal,Negative
0.8333333333333334,70,102,104,24,Light Pink,>2 sec,Dull/Depressed,None,None,Mild,None,None,None,None,None,Normal,Negative
0.5,61,103,102,37,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,Moderate,None,Moderate,Mild,Present,Bruising,Positive
5.0,11,102,144,37,Pink,1-2 sec,QAR,None,None,Mild,None,None,None,None,None,Bruising,Negative
0.08333333333333333,78,100,157,39,Pink,1-2 sec,BAR,Mild,Moderate,None,Mild,None,None,None,None,Normal,Negative
1.0,73,102,155,40,Pink,<1 sec,Dull/Depressed,Chronic,Mild,None,None,Present,None,None,None,Normal,Negative
3.0,85,100,167,31,Pink,<1 sec,Dull/Depressed,Moderate,Mild,None,Mild,None,None,None,None,Normal,Negative
0.9166666666666666,67,102,167,126,Pink,>2 sec,BAR,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
1.0,36,105,188,47,Pink,<1 sec,BAR,Moderate,None,Mild,None,None,Mild,Moderate,Present,Normal,Positive
1.0,90,101,184,23,Pink,<1 sec,BAR,None,None,None,None,None,None,None,None,Normal,Negative
6.0,51,100,185,27,Pink,1-2 sec,QAR,Mild,Mild,Mild,Moderate,Present,None,Mild,None,Normal,Negative
0.16666666666666666,27,101,144,131,Pink,<1 sec,BAR,Mild,Mild,Severe,None,None,None,None,None,Normal,Negative
3.0,60,101,149,149,Pink,>2 sec,Dull/Depressed,None,None,Mild,Moderate,None,None,None,Present,Normal,Negative
3.0,89,101,178,49,Pink,>2 sec,BAR,Mild,None,Moderate,Mild,None,None,None,None,Normal,Negative
0.07692307692307693,89,99,146,58,Pink,>2 sec,Dull/Depressed,None,None,Mild,None,None,None,None,Present,Normal,Negative
4.0,185,102,163,140,Pink,>2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.08333333333333333,46,99,97,41,Pink,<1 sec,Dull/Depressed,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
0.08333333333333333,47,101,181,127,Pink,<1 sec,BAR,Chronic,Mild,Moderate,Moderate,None,None,Mild,None,Normal,Negative
0.8333333333333334,60,101,98,30,Pink,>2 sec,QAR,None,None,Mild,Mild,None,Moderate,None,None,Normal,Negative
1.0,81,99,181,147,Light Pink,1-2 sec,QAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
1.0,68,104,169,27,Pink,<1 sec,QAR,None,Mild,Severe,None,Present,Moderate,Mild,Present,Bruising,Positive
2.0,16,99,134,18,Pink,1-2 sec,Dull/Depressed,Mild,None,None,Mild,None,None,None,None,Normal,Negative
4.0,29,100,126,36,Pink,1-2 sec,BAR,Mild,Chronic,None,Mild,None,Mild,None,None,Bruising,Negative
2.0,74,100,97,59,Pale,UTO,QAR,Mild,None,Mild,None,None,None,None,None,Bruising,Negative
7.0,9,101,124,24,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
1.0,90,99,95,59,Pink,>2 sec,QAR,Mild,None,None,Mild,None,None,Mild,None,Normal,Negative
1.0,79,103,164,51,Pale,UTO,Dull/Depressed,None,Mild,Mild,Moderate,Present,Moderate,Moderate,None,Normal,Positive
0.6666666666666666,8,99,128,31,Pink,<1 sec,QAR,Mild,None,None,Mild,None,Mild,None,None,Normal,Negative
1.0,17,99,175,40,Pink,<1 sec,BAR,None,None,Moderate,None,None,None,None,None,Normal,Negative
1.0,13,100,153,143,Pink,<1 sec,Dull/Depressed,Moderate,None,None,Mild,None,None,None,Present,Normal,Negative
0.16666666666666666,35,100,158,58,Pink,1-2 sec,QAR,None,Moderate,Mild,None,None,None,None,Present,Normal,Negative
0.25,87,99,143,56,Pink,1-2 sec,BAR,None,Mild,None,None,None,None,Mild,Present,Normal,Negative
6.0,10,100,126,53,Pink,1-2 sec,QAR,None,None,Mild,None,None,None,None,None,Normal,Negative
2.0,53,101,166,127,Pink,<1 sec,BAR,None,Moderate,Moderate,Mild,None,None,None,None,Bruising,Negative
0.8333333333333334,72,101,129,34,Pink,1-2 sec,BAR,None,Mild,Moderate,None,None,None,None,Present,Bruising,Negative
4.0,138,99,103,29,Pink,>2 sec,BAR,Mild,Mild,Mild,Moderate,None,None,Mild,Present,Normal,Negative
0.5,88,102,132,150,Light Pink,1-2 sec,BAR,Mild,None,None,None,None,None,Mild,None,Normal,Negative
1.0,20,99,139,30,Pink,1-2 sec,BAR,None,None,Mild,Moderate,None,None,None,None,Normal,Negative
2.0,10,101,132,46,Pale,UTO,BAR,None,Mild,None,Moderate,None,None,None,None,Normal,Negative
10.0,46,100,182,45,Pink,1-2 sec,Dull/Depressed,Mild,None,None,Mild,None,None,None,Present,Petechiae,Negative
6.0,18,99,144,27,Pink,<1 sec,QAR,None,None,Moderate,None,None,Moderate,None,None,Normal,Negative
1.0,85,101,159,139,Light Pink,1-2 sec,BAR,Mild,Moderate,None,Mild,None,None,None,None,Normal,Negative
0.08333333333333333,51,105,178,36,Pink,<1 sec,Dull/Depressed,None,Mild,Moderate,Mild,None,Moderate,Moderate,Present,Normal,Positive
5.0,9,101,128,47,Light Pink,1-2 sec,BAR,None,None,None,None,None,Mild,None,None,Normal,Negative
0.08333333333333333,87,100,170,20,Pink,1-2 sec,BAR,Moderate,Mild,None,Mild,None,None,None,None,Normal,Negative
3.0,84,101,139,139,Pink,1-2 sec,QAR,None,None,None,Mild,None,None,None,None,Normal,Negative
2.0,123,102,174,137,Light Pink,1-2 sec,QAR,Mild,Mild,None,None,None,None,Mild,None,Bruising,Negative
4.0,55,102,144,59,Pink,>2 sec,BAR,Moderate,Mild,None,Moderate,None,None,Mild,None,Normal,Negative
3.0,47,101,152,47,Pink,>2 sec,BAR,Mild,None,Moderate,None,None,None,None,None,Normal,Negative
0.8333333333333334,86,101,162,46,Pink,1-2 sec,Dull/Depressed,None,None,None,Mild,None,None,None,None,Normal,Negative
12.0,45,99,142,120,Pink,1-2 sec,BAR,None,Mild,None,Mild,None,None,None,None,Normal,Negative
4.0,8,100,190,38,Pink,1-2 sec,BAR,None,None,None,None,None,None,None,None,Normal,Negative
1.0,73,102,128,19,Pink,1-2 sec,BAR,Mild,None,Mild,None,None,None,None,None,Normal,Negative
7.0,51,103,121,149,Pink,1-2 sec,Dull/Depressed,Moderate,Mild,Mild,Mild,Present,Moderate,None,Present,Normal,Positive
8.0,88,102,119,38,Pink,<1 sec,BAR,None,None,None,Mild,None,None,None,None,Normal,Negative
2.0,51,100,95,52,Pink,<1 sec,QAR,Mild,None,None,Mild,None,None,Mild,Present,Bruising,Negative
2.0,43,102,114,122,Pink,>2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
6.0,18,100,110,133,Pale,UTO,BAR,Moderate,Moderate,None,None,None,None,Mild,None,Normal,Negative
2.0,37,102,104,41,Pink,1-2 sec,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
0.25,22,101,185,150,Pink,<1 sec,Dull/Depressed,Mild,Mild,Mild,None,None,None,None,None,Normal,Negative
0.25,64,101,172,34,Pink,1-2 sec,QAR,None,None,None,Mild,None,None,None,None,Normal,Negative
4.0,44,100,94,123,Pink,1-2 sec,QAR,Mild,Mild,Mild,None,None,None,None,None,Normal,Negative
9.0,35,101,119,21,Pink,<1 sec,BAR,Moderate,Moderate,None,Mild,None,None,None,None,Normal,Negative
1.0,11,102,89,51,Pink,<1 sec,BAR,Mild,Mild,Mild,None,None,None,None,None,Bruising,Negative
6.0,11,99,123,52,Pink,1-2 sec,BAR,None,Moderate,None,None,None,None,None,None,Normal,Negative
3.0,15,103,132,122,Pale,UTO,QAR,None,Moderate,Mild,None,Present,Moderate,Mild,Present,Petechia,Positive
0.4166666666666667,29,102,125,25,Light Pink,1-2 sec,QAR,None,None,None,None,None,None,None,None,Normal,Negative
4.0,35,100,189,27,Pink,1-2 sec,Dull/Depressed,Moderate,Mild,None,None,None,None,None,None,Normal,Negative
2.0,59,100,94,41,Pink,1-2 sec,Dull/Depressed,None,Mild,Mild,None,None,None,None,None,Normal,Negative
10.0,45,99,90,129,Pink,1-2 sec,Dull/Depressed,None,Mild,None,Mild,None,None,None,None,Normal,Negative
2.0,27,100,134,20,Pink,1-2 sec,BAR,None,None,None,None,None,Mild,Mild,None,Bruising,Negative
4.0,78,101,99,29,Light Pink,1-2 sec,BAR,Mild,None,None,None,None,None,None,None,Normal,Negative
6.0,27,102,98,58,Light Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
3.0,23,102,134,137,Pink,<1 sec,QAR,None,Mild,None,Mild,None,Mild,None,None,Normal,Negative
4.0,67,103,107,43,Pink,<1 sec,Dull/Depressed,Moderate,None,None,Mild,Present,Moderate,Moderate,Present,Normal,Positive
2.0,71,99,165,59,Pink,1-2 sec,BAR,Mild,Mild,Moderate,None,None,None,None,None,Normal,Negative
4.0,62,100,153,141,Pink,<1 sec,QAR,Mild,Mild,None,None,None,None,Mild,None,Normal,Negative
7.0,81,103,150,52,Light Pink,<1 sec,BAR,Mild,Mild,Mild,Mild,Present,Moderate,Moderate,None,Normal,Positive
3.0,84,102,92,54,Pink,1-2 sec,BAR,None,None,None,None,None,Mild,None,None,Normal,Negative
0.16666666666666666,52,100,180,36,Pink,1-2 sec,BAR,Moderate,Chronic,None,None,None,None,None,None,Normal,Negative
2.0,67,100,140,54,Light Pink,>2 sec,BAR,Chronic,Mild,None,None,None,None,None,None,Bruising,Negative
2.0,51,99,116,147,Pink,<1 sec,BAR,Mild,Mild,Mild,None,None,None,None,None,Normal,Negative
0.9166666666666666,51,99,96,135,Pink,<1 sec,Dull/Depressed,Chronic,Mild,Mild,None,None,None,None,Present,Normal,Negative
0.16666666666666666,65,101,107,57,Pink,<1 sec,BAR,None,None,None,Mild,None,None,None,None,Bruising,Negative
0.08333333333333333,42,102,116,32,Pink,1-2 sec,BAR,None,Mild,None,None,None,None,None,None,Normal,Negative
0.019230769230769232,82,100,100,42,Pink,>2 sec,BAR,Mild,Mild,Moderate,None,None,None,None,None,Normal,Negative
8.0,61,99,126,121,Pale,UTO,QAR,None,None,None,None,None,None,None,None,Petechiae,Negative
0.8333333333333334,33,102,113,21,Pink,1-2 sec,Anxious/Agitated,Mild,Moderate,None,None,None,None,None,Present,Petechiae,Negative
0.019230769230769232,48,105,135,33,Pink,1-2 sec,Dull/Depressed,Mild,None,Mild,Mild,Present,Moderate,Moderate,None,Bruising,Positive
10.0,32,99,179,41,Pink,<1 sec,Dull/Depressed,Mild,Moderate,Mild,None,None,None,None,None,Normal,Negative
6.0,71,102,146,57,Pink,<1 sec,QAR,None,Mild,Mild,Mild,None,None,None,None,Bruising,Negative
0.08333333333333333,83,102,95,41,Pink,<1 sec,QAR,Mild,Mild,Mild,Moderate,None,None,Mild,None,Normal,Negative
2.0,82,102,135,27,Pink,1-2 sec,BAR,None,Mild,Mild,None,None,None,None,None,Normal,Negative
2.0,54,100,131,148,Pink,1-2 sec,Dull/Depressed,Mild,None,None,Mild,None,None,None,None,Normal,Negative
1.0,77,102,134,20,Pink,1-2 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
8.0,72,102,121,133,Pink,>2 sec,BAR,None,Mild,Moderate,None,None,None,None,None,Normal,Negative
0.4166666666666667,90,101,89,46,Pink,1-2 sec,QAR,Mild,Chronic,Mild,None,None,None,None,None,Bruising,Negative
1.0,46,101,136,42,Pink,1-2 sec,BAR,None,Mild,Mild,Mild,None,None,Mild,None,Normal,Negative
3.0,41,99,149,126,Light Pink,<1 sec,Dull/Depressed,None,Mild,None,None,None,None,None,None,Normal,Negative
2.0,10,100,163,33,Pale,UTO,BAR,Mild,Mild,Moderate,Mild,None,Mild,None,None,Normal,Negative
1.0,111,102,161,149,Pink,1-2 sec,BAR,Mild,Chronic,Moderate,None,None,None,Mild,None,Normal,Negative
2.0,54,102,157,52,Pink,1-2 sec,BAR,Mild,Mild,None,Mild,None,None,None,None,Normal,Negative
1.0,46,101,108,142,Pink,1-2 sec,BAR,None,Mild,None,None,None,None,None,Present,Normal,Negative
2.0,71,100,120,21,Pink,1-2 sec,BAR,None,Mild,Mild,Mild,None,None,None,None,Bruising,Negative
2.0,15,100,106,33,Pink,<1 sec,Dull/Depressed,Chronic,Mild,None,None,None,None,None,None,Normal,Negative
1.0,194,104,184,43,Pink,>2 sec,Dull/Depressed,Moderate,Mild,Mild,None,Present,Mild,Mild,None,Normal,Positive
5.0,65,100,152,20,Pink,<1 sec,Dull/Depressed,Moderate,None,Moderate,Mild,None,None,Mild,None,Bruising,Negative
6.0,175,101,130,59,Light Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,Present,None,None,None,Normal,Negative
1.0,70,104,112,34,Pink,<1 sec,Anxious/Agitated,Moderate,None,Mild,None,Present,Moderate,Moderate,None,Normal,Positive
0.08333333333333333,5,100,179,139,Pink,<1 sec,Dull/Depressed,None,Mild,None,None,None,None,None,None,Normal,Negative
5.0,69,105,111,27,Pink,1-2 sec,QAR,Mild,None,None,Mild,None,Moderate,Mild,None,Normal,Positive
3.0,73,102,107,131,Pink,1-2 sec,Dull/Depressed,Mild,None,Moderate,None,None,None,Mild,None,Normal,Negative
2.0,77,101,143,45,Pale,UTO,Dull/Depressed,None,None,None,None,None,Mild,None,None,Normal,Negative
1.0,77,101,163,33,Pink,1-2 sec,Dull/Depressed,Moderate,None,Mild,None,None,None,Mild,None,Normal,Negative
1.0,19,100,91,146,Pink,1-2 sec,BAR,None,None,Mild,Moderate,None,None,None,None,Normal,Negative
4.0,40,101,105,42,Pink,1-2 sec,BAR,Mild,None,None,None,None,None,Mild,None,Normal,Negative
2.0,53,100,152,38,Pink,1-2 sec,QAR,Mild,Mild,None,Moderate,None,Mild,None,None,Normal,Negative
0.8333333333333334,17,99,91,52,Pink,<1 sec,BAR,None,None,None,None,None,Mild,None,None,Bruising,Negative
1.0,70,101,148,53,Pink,<1 sec,Dull/Depressed,None,Moderate,None,Mild,None,None,None,None,Normal,Negative
0.75,71,99,172,131,Pink,>2 sec,BAR,Moderate,None,Mild,Moderate,None,None,None,None,Normal,Negative
7.0,138,99,110,30,Pink,1-2 sec,BAR,Mild,Chronic,Mild,None,None,None,None,None,Normal,Negative
5.0,77,99,96,40,Pink,1-2 sec,QAR,Mild,None,Mild,None,None,None,Mild,None,Normal,Negative
0.8333333333333334,74,100,114,131,Pink,1-2 sec,BAR,Mild,Mild,Mild,None,None,None,Mild,None,Bruising,Negative
10.0,39,101,89,46,Light Pink,<1 sec,Dull/Depressed,Mild,Mild,None,None,None,None,Moderate,None,Normal,Negative
10.0,66,99,166,34,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
12.0,81,100,135,50,Pink,1-2 sec,Dull/Depressed,Mild,Mild,None,None,None,None,None,None,Normal,Negative
2.0,64,101,188,42,Pink,<1 sec,Dull/Depressed,Mild,None,None,None,None,None,None,None,Bruising,Negative
5.0,66,99,163,53,Pink,1-2 sec,Dull/Depressed,Mild,None,None,None,None,None,None,None,Normal,Negative
2.0,75,100,106,148,Pink,<1 sec,QAR,Mild,None,Mild,None,None,None,None,None,Bruising,Negative
1.0,90,101,149,38,Pale,UTO,QAR,None,Moderate,None,None,None,None,None,None,Normal,Negative
0.6666666666666666,76,100,108,38,Light Pink,1-2 sec,QAR,Mild,Chronic,Mild,None,None,None,Mild,None,Normal,Negative
1.0,84,102,172,43,Pink,1-2 sec,Dull/Depressed,None,None,Mild,None,None,None,Mild,None,Normal,Negative
4.0,54,100,109,39,Pink,1-2 sec,BAR,Moderate,None,Mild,Moderate,None,None,None,Present,Normal,Negative
0.16666666666666666,14,103,137,38,Pink,<1 sec,Dull/Depressed,Mild,Moderate,Mild,None,None,Moderate,None,Present,Normal,Positive
0.16666666666666666,63,103,186,45,Pink,>2 sec,Dull/Depressed,Mild,None,Mild,Mild,None,None,Mild,None,Normal,Positive
14.0,17,100,121,21,Light Pink,1-2 sec,QAR,Moderate,Moderate,Mild,Mild,None,None,None,None,Bruising,Negative
2.0,26,102,119,30,Pink,<1 sec,QAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
0.6666666666666666,41,99,111,37,Pink,<1 sec,BAR,Chronic,Mild,None,None,None,None,None,None,Normal,Negative
12.0,13,102,140,135,Pink,1-2 sec,Dull/Depressed,Mild,Mild,Mild,Mild,None,Mild,None,None,Bruising,Negative
0.5,88,99,149,149,Pink,1-2 sec,BAR,Moderate,Moderate,None,None,None,None,None,Present,Normal,Negative
0.5,84,100,171,37,Pink,>2 sec,Dull/Depressed,None,Mild,Mild,None,None,None,None,Present,Normal,Negative
1.0,21,100,114,58,Pink,1-2 sec,BAR,Mild,Mild,None,None,None,None,None,None,Normal,Negative
4.0,56,99,159,19,Pale,UTO,Dull/Depressed,None,Chronic,Mild,None,None,None,None,None,Irritation,Negative
0.08333333333333333,27,99,134,55,Pink,1-2 sec,BAR,Mild,Moderate,Mild,None,None,None,None,None,Normal,Negative
