fipscode,state,county,ixodes_scapularis_county_status_2016,ixodes_pacificus_county_status_2016,ixodes_scapularis_county_status_2018,ixodes_pacificus_county_status_2018,ixodes_scapularis_county_status_2019,ixodes_pacificus_county_status_2019,ixodes_scapularis_county_status_2020,ixodes_pacificus_county_status_2020,ixodes_scapularis_county_status_2021,ixodes_pacificus_county_status_2021
40057,OK,Harmon County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40059,OK,Harper County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40061,OK,Haskell County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40063,OK,Hughes County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40065,OK,Jackson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40067,OK,Jefferson County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40069,OK,Johnston County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40071,OK,Kay County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40073,OK,Kingfisher County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40075,OK,Kiowa County,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records
40077,OK,Latimer County,Reported,No records,Established,No records,Established,No records,Established,No records,Established,No records
40079,OK,Le Flore County,Established,No records,Established,No records,Established,No records,Established,No records,Established,No records
40081,OK,Lincoln County,Reported,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
40083,OK,Logan County,No records,No records,Reported,No records,Reported,No records,Reported,No records,Reported,No records
